title,date,month,year,day,Incident,Type,Location,Weather,Other Agencies,Diagnosis,Incident_Type,Incident_Cause,url,main_text,rescue_info,start_time,end_time,hrs,staff,location,total_hrs,Tagged
Scafell Pike ï¿½ï¿½ï¿½ Sat 1st Ju,1-Jun-24,6,2024,7,65 in 2024,Alert ï¿½ï¿½ï¿½ O,Scafell Pike,"['Sunny', 'Warm']",['Cumbria Police'],,Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-sat-1st-jun-2024/,"A call was received from Cumbria Police regarding an overdue walker from a walk up Scafell Pike. A family member was concerned as they had not heard from him for some time. As the Team Leader was gathering information, and attempting to make contact by mobile phone, the walker was confirmed to be descending on the tourist path, safe and well. Thanks to the 3 peak coordinator in the valley who assisted in a quick resolution. ", Incident started at 20:06 and ended at 21:09 making 1.1 hrs in total. There were 2 Wasdale team members involved and the incident occured at NY 20186 07867. Total rescuer hours: 2.2,20:06,21:09,1.1,2,NY 20186 07867,2.2,['Overdue']
"Scafell Pike Summit, Scafell Pike ï¿½ï¿½ï¿½ Thu 30th Ma",30-May-24,5,2024,5,64 in 2024,Limited Callout ï¿½ï¿½ï¿½ Injured & M,"Scafell Pike Summit, Scafell Pike","['Clear', 'Cold', 'Windy']",['Cumbria Police'],Leg Injury,Limited Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/scafell-pike-summit-scafell-pike-thu-30th-may-2024/,"A call From Cumbria Police was received regarding a party of 7 walkers, one of whom was suffering from cramp and was struggling to make progress. Others in the party were becoming cold due to staying still and lack of additional layers. With a location close to the summit of Scafell Pike, the walker was encouraged to hydrate and refuel and then attempt to make progress downhill. This was successful and the party was then able to make some progress downhill. With regular Phonefinds progress was monitored in real time. After some time a limited callout was made in case further assistance was needed. However, when team members arrived and met the main party, they were informed that the walker had recovered well and had made his own way to the valley floor. With this news, the team returned to base and stood down. 






 ", Incident started at 18:12 and ended at 21:53 making 3.7 hrs in total. There were 6 Wasdale team members involved and the incident occured at NY215072. Total rescuer hours: 22,18:12,21:53,3.7,6,NY215072,22,
St Bees Head ï¿½ï¿½ï¿½ Wed 29th Ma,29-May-24,5,2024,4,63 in 2024,Full Callout ï¿½ï¿½ï¿½,St Bees Head,"['Cool', 'Dry']",['Cumbria Police'],,Full Callout,Other,https://www.wmrt.org.uk/incidents/wed-29th-may-2024/,"We were called by Cumbria Police late on Wednesday to supplement their search for a missing person. The Team Leader initiated a full callout. However, as team members were assembling at the RV point to be given a search area, the news was received that the missing person had been located and so team members stood down and returned home. 






  ", Incident started at 23:02 and ended at 01:01 making 2 hrs in total. There were 15 Wasdale team members involved and the incident occured at NX 96206 11748. Total rescuer hours: 30,23:02,1:01,2,15,,30,['Missing Person']
"Lingmell Col, Scafell Pike ï¿½ï¿½ï¿½ Wed 29th Ma",29-May-24,5,2024,4,62 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,"Lingmell Col, Scafell Pike","['Cool', 'Mist', 'Rain']",['Cumbria Police'],Wrist Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/lingmell-col-scafell-pike-wed-29th-may-2024/,"We were called yesterday by Cumbria Police about a walker who had slipped, injuring her wrist when breaking her fall. Passing walkers, one with previous first aid experience had stopped to help the walker and family party. The location was between Lingmell Col and Piers Gill. With communications limited initially, the Team Leader initiated a full callout and asked an advance party to travel direct with shelter and warm clothing in case the walker was not able to mobilise at all. However, as the walker was able to gingerly walk with assistance, contact was made on the fell at Hollow Stones. After some pain relief and splinting of the wrist, the walkerï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s stoicism helped her back down to the valley under her own steam, with only limited assistance from team members. The family party then made their own way to hospital for further assessment and treatment. Huge thanks to the two walkers who stopped to help and ended up in the wrong valley as a result (we hope your planned onward journey wenalso wish the walker a speedy recovery and hope to see her back on the fell soon. (As the normal team photographers were clearly not on the fell yesterday we have no callout shots. So photos instead of the additional team members in the valley standing by in case the callout escalated, who were re-tasked briefly on shepherding dutiesï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿", Incident started at 13:25 and ended at 17:42 making 4.3 hrs in total. There were 13 Wasdale team members involved and the incident occured at NY212078. Total rescuer hours: 56,13:25,17:42,4.3,13,NY212078,56,
"Scafell Pike Summit, Scafell Pike ï¿½ï¿½ï¿½ Tue 28th Ma",28-May-24,5,2024,3,61 in 2024,Alert ï¿½ï¿½ï¿½ Injured & M,"Scafell Pike Summit, Scafell Pike","['Mist', 'Rain']","['Cumbria Police', 'Duddon & Furness MRT']",Hip Injury,Alert,Injured & Medical,https://www.wmrt.org.uk/incidents/scafell-pike-summit-scafell-pike-tue-28th-may-2024/,"We were alerted by Cumbria Police about a walker who was potentially unable to continue walking due to pain in her hip. Fortunately the family party was well equipped and so a slow pace or halt was manageable without serious consequences. The location was the summit of Scafell Pike. After a discussion with the Team Leader, it was agreed the walker would continue to walk slowly downhill, thus staying warm and also reducing the potential length of the stretcher carry for team members. Misty conditions ruled out any chance of air support. Duddon and Furness MRT were asked to be on standby for extra support for a possible long stretcher carry. The walker and party continued to make slow but steady progress, and eventually was able to complete the walk to the valley without team assistance on the hill. The Team Leader closed the log when the party were in their vehicle safely and en route to their accommodation. Thanks to the walker for the self-rescue and we wish her well in her recovery. ", Incident started at 18:28 and ended at 00:24 making 5.9 hrs in total. There were 3 Wasdale team members involved and the incident occured at NY216072. Total rescuer hours: 18,18:28,0:24,5.9,3,NY216072,18,
Whitehaven ï¿½ï¿½ï¿½ Mon 27th Ma,27-May-24,5,2024,2,60 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,Whitehaven,"['Dry', 'Sunny']",['North West Ambulance Service'],Ankle Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/whitehaven-mon-27th-may-2024/,North West Ambulance Service requested assistance from the team to evacuate a walker from woodland who had slipped and injured their ankle. A callout was made with local team members going direct to the location. A very short stretcher carry of about 100m was made to the awaiting ambulance after which the team stood down. We wish the walker a quick recovery. , Incident started at 17:31 and ended at 19:29 making 2 hrs in total. There were 13 Wasdale team members involved and the incident occured at NX974188. Total rescuer hours: 26,17:31,19:29,2,13,,26,['Ambulance Assist']
Keswick ï¿½ï¿½ï¿½ Thu 23rd Ma,23-May-24,5,2024,5,59 in 2024,Limited Callout ï¿½ï¿½ï¿½,Keswick,"['Cool', 'Rain']","['Keswick MRT', 'Lake District Mountain Rescue Search Dogs']",,Limited Callout,Other,https://www.wmrt.org.uk/incidents/keswick-thu-23rd-may-2024/,"The team were asked to support Keswick MRT yesterday in a significant search operation for a missing person. Seven Wasdale members attended and searched their allocated areas. 
An excellent outcome, well done to search dog Bramble on her first find! Thanks to Keswick MRT for their hospitality and hot food back at base.















ï¿½ï¿", Incident started at 06:30 and ended at 13:40 making 7.2 hrs in total. There were 7 Wasdale team members involved and the incident occured at NY 27205 23536. Total rescuer hours: 50,6:30,13:40,7.2,7,NY 27205 23536,50,['Missing Person']
Egremont ï¿½ï¿½ï¿½ Mon 20th Ma,20-May-24,5,2024,2,58 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,Egremont,"['Cloudy Summits', 'Dry']",['North West Ambulance Service'],Ankle Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/egremont-mon-20th-may-2024/,"As team members were travelling to Monday evening training, an alert was received from North West Ambulance Service about a walker who had slipped down a river bank and injured her ankle. The location was not accessible to the ambulance crew so an assist was needed. Team members were quickly on scene and the walker was assessed and given pain relief before splinting the ankle. A short stretcher carry followed to the ambulance before handover and continuing on to base to training. We wish the walker a quick recovery. 






 ", Incident started at 18:03 and ended at 21:05 making 3 hrs in total. There were 24 Wasdale team members involved and the incident occured at NY014113. Total rescuer hours: 72,18:03,21:05,3,24,NY014113,72,
"Skew Gill, Great End ï¿½ï¿½ï¿½ Mon 20th Ma",20-May-24,5,2024,2,57 in 2024,Alert ï¿½ï¿½ï¿½ Injured & M,"Skew Gill, Great End","['Cloudy Summits', 'Dry']","['Cumbria Police', 'Keswick MRT']",Leg Injury,Alert,Injured & Medical,https://www.wmrt.org.uk/incidents/skew-gill-great-end-mon-20th-may-2024/,"A call was received from Cumbria Police about a walker who had taken a tumble on steep ground and badly injured her leg. The informant was close to Sty Head, which is close to the boundary between Keswick and Wasdale teams, with exact location unknown initially. Due to a number of factors, there was a discussion between the Keswick and Wasdale MR Team Leaders and the alert was passed across. Keswick MRT subsequently dealt with the incident with support from both Helimed 58 and Coastguard Rescue 199 (KMRT incident 54). ", Incident started at 16:27 and ended at 16:51 making 0.4 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY218095. Total rescuer hours: 0.4,16:27,16:51,0.4,1,NY218095,0.4,
"Beck Head, Great Gable ï¿½ï¿½ï¿½ Sun 19th Ma",19-May-24,5,2024,1,56 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,"Beck Head, Great Gable","['Dry', 'Sunny']","['Cockermouth MRT', 'Cumbria Police', 'Rescue 199 from Prestwick']",Leg Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/beck-head-great-gable-sun-19th-may-2024/,"Another call on Sunday, this time from Cumbria Police. A walker had fallen, injuring both her legs and was unable to walk any further. The location is on the border of the area between Cockermouth MRT and Wasdale MRT. As Cockermouth team were still in the area, a joint approach was taken once again. Even so, numbers were a little low for another awkward location and so help from a Coastguard helicopter was again requested. Rescue 199 duly obliged and was able to access and evacuate the walker to hospital for further treatment. We wish the walker a speedy recovery. Again thanks to the helicopter crew and Cockermouth MRT for the help. 









 ", Incident started at 17:47 and ended at 21:31 making 3.7 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY207105. Total rescuer hours: 56,17:47,21:31,3.7,15,NY207105,56,
"Napes, Great Gable ï¿½ï¿½ï¿½ Sun 19th Ma",19-May-24,5,2024,1,55 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,"Napes, Great Gable","['Dry', 'Sunny']","['Cockermouth MRT', 'Duddon & Furness MRT', 'North West Ambulance Service', 'Rescue 199 from Prestwick']",Arm Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/napes-great-gable-sun-19th-may-2024/,"A call was received from North West Ambulance Service about a walker who had taken a tumble after a rock fell and landed on his arm. A full callout was made. With the prospect of a very difficult stretcher evacuation, additional support was obtained from Duddon and Furness MRT and also Cockermouth MRT, who happened to be in the area training in Piers Gill. Air support was also requested, and Coastguard helicopter Rescue 199 was tasked. As all MR teams were mobilising, the good news was received that the walker had been able to be assessed and winched from the scene by the helicopter crew, thus saving time and significant energy from the three teams. We wish the walker a swift recovery from his injuries. Thanks to all teams for their support. 












 ", Incident started at 14:26 and ended at 18:33 making 4.1 hrs in total. There were 10 Wasdale team members involved and the incident occured at NY208101. Total rescuer hours: 41,14:26,18:33,4.1,10,NY208101,41,
