,title,date,Incident,Type,Location,Weather,Tagged,Incident_Type,Incident_Cause,url,main_text,rescue_info,start_time,end_time,hrs,staff,location,total_hrs,Other Agencies,Diagnosis,year,month,year_month
32,Wast Water – Mon 25th Aug 2025,2025-08-25,113 in 2025,Full Callout — Other,Wast Water,"['Dry', 'Sunny', 'Warm']","['Boat', 'Paddle Board', 'Screes']",Full Callout,Other,https://www.wmrt.org.uk/incidents/wastwater-mon-25th-aug-2025/,"Last Bank Holiday Monday, we received a call from
Cumbria Police about people potentially lost in the water at Wast Water requiring assistance. They had received multiple calls reporting similar things about paddle boarders in distress. Further information suggested that one person was unaccounted for.
Multiple emergency services were activated immediately, including ourselves. WMRT team members close by responded and were on scene shortly after a police officer arrived.
Initially it appeared that all people were accounted for, but two had not returned to their family and information was anecdotal, so their safety was not assumed.
As more team members and emergency services arrived, a MRT party was tasked with a rapid search along the shoreline to quickly relieve the high anxiety being experienced by the family. They were thankfully stood down when the police officer was flagged down as he drove along the road, to alert him to the two missing people resting on the shore. They were safe and well and were returned to their family. Three people in total were checked over by the awaiting ambulance crew and discharged at the scene.
What remained was a reassurance check of the lake shoreline with our boat and to recover three missing paddle boards (thus avoiding further false alarms later). No other persons were found in need of help and the paddleboards were returned to the very grateful and humble family group.
After the urgent response had been dealt with, it was possible to get a better understanding of what had occurred. Three paddle boarders had got into trouble when gusty winds blew them quickly away from the shore. They then all fell from their boards in attempt to recover themselves and each other.
None of the paddle boarders had leashes to keep them attached in this event, so they were quickly separated once they fell in. One of the paddle boarders did not have a buoyancy aid and was rescued by other boarders. The two other young people did have buoyancy aids and were able to swim a significant distance to safety.
We were hugely grateful that this was a good outcome, with the family group very aware and humbled by the near misses that were very obvious to them.
Thank you to all that helped in this incident. ", Incident started at 15:40 and ended at 20:17 making 4.6 hrs in total. There were 16 Wasdale team members involved and the incident occured at NY 153054. Total rescuer hours: 74,15:40,20:17,4.6,16,NY 153054,74.0,"['Cumbria Fire and Rescue', 'Cumbria Police', 'North West Ambulance Service']",,2025,8,2025-08-01
33,"Green Hole, Upper Eskdale – Sun 24th Aug 2025",2025-08-24,112 in 2025,Full Callout — Injured & Medical,"Green Hole, Upper Eskdale","['Cloudy Summits', 'Dry']",['iPhone Emergency SOS'],Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/green-hole-upper-eskdale-sun-24th-aug-2025/,"The team was called by Cumbria Police about a walker with a broken toe, struggling to walk out from Green Hole. She was accompanied by another person and they were advised by the iPhone SOS service to stay in their location. The Team Leader deployed members with warm clothing, shelter and stretcher equipment to account for the worst case scenario. The walkers were located, assessed and treated, and then able to walk slowly out through Moasdale to the road. Our kind neighbours at Langdale Ambleside MRT then transported them back to Langdale where they were based. ", Incident started at 18:09 and ended at 00:19 making 6.2 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY 239052. Total rescuer hours: 93,18:09,00:19,6.2,15,NY 239052,93.0,"['Cumbria Police', 'Langdale Ambleside MRT']",Foot Injury,2025,8,2025-08-01
34,"Hollowstones, Scafell Pike – Sat 23rd Aug 2025",2025-08-23,111 in 2025,Alert — Other,"Hollowstones, Scafell Pike","['Clear', 'Dry']",,Alert,Other,https://www.wmrt.org.uk/incidents/hollowstones-scafell-pike-sat-23rd-aug-2025/,"Cumbria Police contacted the team regarding a walker struggling with his descent on Scafell Pike. However, others in his group were able to provide food, water, and encouragement and it was declared that support from the team was no longer required. ", Incident started at 22:23 and ended at 22:31 making 0.1 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 205074. Total rescuer hours: 0.1,22:23,22:31,0.1,1,NY 205074,0.1,['Cumbria Police'],,2025,8,2025-08-01
35,Eskdale – Thu 21st Aug 2025,2025-08-21,110 in 2025,Full Callout — Lost,Eskdale,"['Clear', 'Cool', 'Dry']","['iPhone Emergency SOS', 'Lost']",Full Callout,Lost,https://www.wmrt.org.uk/incidents/eskdale-thu-21st-aug-2025/,"With incident No.109 in progress, a further call was received, this time from North West Ambulance Service via the iPhone satellite emergency centre. Two walkers were lost in Upper Eskdale. The Team Leader investigated and traced their last known location. The initial search yielded no result, but they were found safe and well at a nearby hostelry having managed to descend safely on their own. With a good outcome confirmed the team stood down and returned to base. ", Incident started at 20:40 and ended at 22:27 making 1.8 hrs in total. There were 14 Wasdale team members involved and the incident occured at NY 169003. Total rescuer hours: 25,20:40,22:27,1.8,14,NY 169003,25.0,['North West Ambulance Service'],,2025,8,2025-08-01
36,"Corridor Route, Scafell Pike – Thu 21st Aug 2025",2025-08-21,109 in 2025,Full Callout — Lost,"Corridor Route, Scafell Pike","['Clear', 'Cool', 'Dry']",['Lost'],Full Callout,Lost,https://www.wmrt.org.uk/incidents/corridor-route-scafell-pike-thu-21st-aug-2025/,"Cumbria Police contacted the team regarding a lone walker who was lost and concerned for her safety on steep ground close to the Corridor Route. The team was deployed to locate and assist. The walker was found in the location expected, checked over and then safely escorted down to Wasdale Head. ", Incident started at 19:44 and ended at 22:13 making 2.5 hrs in total. There were 14 Wasdale team members involved and the incident occured at NY 218085. Total rescuer hours: 35,19:44,22:13,2.5,14,NY 218085,35.0,['Cumbria Police'],,2025,8,2025-08-01
37,Scafell – Tue 19th Aug 2025,2025-08-19,108 in 2025,Alert — Lost,Scafell,"['Cloudy Summits', 'Dry']",['Lost'],Alert,Lost,https://www.wmrt.org.uk/incidents/scafell-tue-19th-aug-2025/,"The Team Leader was called by Cumbria Police yesterday regarding two walkers who were lost on Scafell in the cloud. He was able to speak directly with them and provided directions to guide them safely off the hill. Happily, no further team deployment was required. ", Incident started at 17:53 and ended at 19:34 making 1.7 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 202058. Total rescuer hours: 1.7,17:53,19:34,1.7,1,NY 202058,1.7,['Cumbria Police'],,2025,8,2025-08-01
38,Wast Water Screes – Sat 16th Aug 2025,2025-08-16,107 in 2025,Full Callout — Cragfast,Wast Water Screes,"['Dry', 'Sunny', 'Warm']","['Boat', 'Dog Rescue', 'Screes']",Full Callout,Cragfast,https://www.wmrt.org.uk/incidents/wastwater-screes-sat-16th-aug-2025/,Cumbria Police requested team assistance after a 30kg dog refused to move on the Wastwater Screes. The Team Leader deployed a boat team and they successfully rescued the dog along with two walkers. All were safely returned to the landing area and continued their walk back to their campsite. , Incident started at 18:03 and ended at 21:25 making 3.4 hrs in total. There were 10 Wasdale team members involved and the incident occured at NY 154047. Total rescuer hours: 34,18:03,21:25,3.4,10,NY 154047,34.0,['Cumbria Police'],,2025,8,2025-08-01
39,Hardknott Pass – Sat 16th Aug 2025,2025-08-16,106 in 2025, — Other,Hardknott Pass,"['Cloudy Summits', 'Dry', 'Warm']","['False Alarm', 'Whistles']",,Other,https://www.wmrt.org.uk/incidents/hardknott-pass-sat-16th-aug-2025/,The informant to Cumbria Police reported hearing whistles in the Hardknott Pass area. The Team Leader investigated but found insufficient information to justify a team deployment. The situation was monitored and closed without further action with agreement from the police. A false alarm with good intent. , Incident started at 00:00 and ended at 01:00 making 1 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 233007. Total rescuer hours: 1,00:00,01:00,1.0,1,NY 233007,1.0,['Cumbria Police'],,2025,8,2025-08-01
40,Scafell Pike – Fri 15th Aug 2025,2025-08-15,105 in 2025,Full Callout — Other,Scafell Pike,"['Dry', 'Sunny', 'Warm']",,Full Callout,Other,https://www.wmrt.org.uk/incidents/scafell-pike-fri-15th-aug-2025/,"The team was tasked by Cumbria Police to support them for a search on Scafell Pike. The team was deployed but after some time ascending in very warm conditions the walker was believed to have descended via a different route to Wasdale Head. As such, all parties were stood down and returned to base. ", Incident started at 15:44 and ended at 20:35 making 4.9 hrs in total. There were 22 Wasdale team members involved. Total rescuer hours: 108,15:44,20:35,4.9,22,,108.0,"['Coastguard', 'Cumbria Police', 'Rescue 199 from Prestwick']",,2025,8,2025-08-01
41,Burnmoor Tarn – Sat 9th Aug 2025,2025-08-09,104 in 2025,Full Callout — Injured & Medical,Burnmoor Tarn,"['Clear', 'Cool', 'Dry']",['Dog Rescue'],Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/burnmoor-tarn-sat-9th-aug-2025/,"A call was received from Cumbria Police last night about a lone walker who was exhausted and starting to fall around on steep ground, about half way down from Scafell summit. He had been carrying his 35 kg Husky, Prince, since the summit of Slight Side after a long day on the fells. Prince had cut his paws and could not continue. When his owner finally realised that he would not make it down to the valley floor without hurting either himself or Prince, he wisely called for help. The Team Leader called the team out and they made their way towards Burnmoor Tarn, with the walker still descending slowly. Once on scene Prince was as good as gold and happily accepted the stretcher carry back to Brackenclose, along with much attention from everyone present We hope Prince’s paws heal quickly, and his owner is none the worse for wear after his efforts to get down on his own. 















 ", Incident started at 21:27 and ended at 03:25 making 6 hrs in total. There were 11 Wasdale team members involved and the incident occured at NY 190052. Total rescuer hours: 66,21:27,03:25,6.0,11,NY 190052,66.0,['Cumbria Police'],,2025,8,2025-08-01
42,Scafell Pike – Thu 7th Aug 2025,2025-08-07,103 in 2025,Alert — Overdue,Scafell Pike,"['Cloudy Summits', 'Dry']",['Party Separated'],Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-thu-7th-aug-2025/,"Cumbria Police contacted the team after a couple became separated during their walk on Scafell Pike. One had returned to the car, but the other walker could not be found and was unreachable by mobile phone. However, as investigation was ongoing the missing individual returned safe and well. The team was stood down without deployment. ", Incident started at 18:39 and ended at 19:12 making 0.6 hrs in total. There was 1 Wasdale team member involved. Total rescuer hours: 0.6,18:39,19:12,0.6,1,,0.6,['Cumbria Police'],,2025,8,2025-08-01
43,Scafell Pike – Fri 1st Aug 2025,2025-08-01,102 in 2025,Alert — Overdue,Scafell Pike,"['Cloudy Summits', 'Dry']",['Overdue'],Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-fri-1st-aug-2025/,"Cumbria Police contacted the team after a parent became concerned that their son had not returned made contact as expected from a wild camping trip on Scafell Pike.
The Team Leader liaised with police to initiate an investigation. Thankfully, during the process, the missing walker phoned to confirm he was safe and well. The team was stood down with no further action required. ", Incident started at 21:04 and ended at 22:11 making 1.1 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 21566 07207. Total rescuer hours: 1.1,21:04,22:11,1.1,1,NY 21566 07207,1.1,['Cumbria Police'],,2025,8,2025-08-01
44,"Hollowstones, Scafell Pike – Thu 31st Jul 2025",2025-07-31,101 in 2025,Alert — Injured & Medical,"Hollowstones, Scafell Pike","['Cloudy Summits', 'Dry']",,Alert,Injured & Medical,https://www.wmrt.org.uk/incidents/hollowstones-scafell-pike-thu-31st-jul-2025/,"A call from Cumbria Police was received regarding a male with a twisted ankle at Hollow Stones. The Team Leader made contact and confirmed the casualty was able to descend slowly with self-administered pain relief. A passer-by kindly loaned walking poles, and the walker’s location was tracked every 30 minutes via PhoneFind. No team deployment was required on this occasion, and we hope the ankle recovers quickly. Team leader tracked progress every 30 minutes with the male clicking the link to show his progress. Male successfully made it down without the need for MRT. ", Incident started at 17:08 and ended at 20:55 making 3.8 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 18900 08200. Total rescuer hours: 3.8,17:08,20:55,3.8,1,NY 18900 08200,3.8,['Cumbria Police'],Ankle Injury,2025,7,2025-07-01
